RRID	Resource Name	total mention count
3635	NIH Toolbox Pain Interference Survey	15
4318	UVA Center for Research in Reproduction Ligand Assay and Analysis Core	15
5234	Science Navigation Group	15
7427	aneurIST	15
8611	Georgie Project	15
8666	Quadramed - Medicus, Quantim	15
9817	HSPH Biological Analysis Service Facility	15
10051	Proteomics Center at Childrens Hospital Boston	15
11043	Nevada Proteomics Center	15
11279	Heidelberg Institute for Theoretical Studies; Heidelberg; Germany	15
12221	Penn State Drug Discovery Development and Delivery Core	15
12367	URMC Gene Targeting and Transgenic Core	15
12598	ISU Molecular Research Core Facility	15
12943	Oregon Health and Science University School of Medicine; Oregon; USA	15
278	Queen's University; Ontario; Canada	14
402	Polar Geospatial Center	14
875	Dartmouth Optical Cellular Imaging	14
5533	BrainEthics Podcast	14
6747	Everything Added to Food in the United States	14
7135	University of Reading; Reading; United Kingdom	14
8836	University of Texas Southwestern Medical Center - Alzheimer's Disease Center	14
9849	Harvard Genome Modification Facility Harvard University	14
10182	Vanderbilt Human Immunology Core Laboratory	14
11641	University of Exeter; Exeter; United Kingdom	14
11995	Antibody Portal	14
12552	Trudeau Institute Labs and Facilities	14
12658	University of California Irvine Labs and Facilities	14
13500	Aging Status and Sense of Control (ASOC)	14
418	Open Colleges	13
2212	United States Polar Rock Repository	13
2491	NIRx NIRS Neuroimaging	13
3824	reMYND	13
4290	KLI Theory Lab	13
6398	University of Paris; Paris; France	13
6760	NeuroNEXT	13
8561	Rensselaer Mathematical Sciences Faculty Member	13
9770	Dartmouth Pathology Translational Research	13
9927	MGH PET Core	13
10170	Vanderbilt Clinical Research Center	13
11223	Finnish Ministry of Employment and the Economy	13
11226	Florida Agricultural and Mechanical University, School of Pharmacy	13
11255	Gachon University; Seongnam; South Korea	13
11296	Indian Institute of Technology Kanpur; Uttar Pradesh; India	13
11324	James Hutton Institute; Scotland; United Kingdom	13
11428	Ohio Northern University College of Pharmacy	13
12486	UC Davis Crocker Nuclear Laboratory	13
12633	UMass Medical School Machine Shop	13
13211	Center for Scientific Review	13
13694	European Network for Genetic and Genomic Epidemiology (ENGAGE)	13
71	Brazilian National Laboratory of Scientific Computation	12
628	CAST	12
2228	GRBio	12
2408	UPR Confocal Microscope Facility	12
3733	Lyonbiopole	12
4017	W. Garfield Weston Foundation	12
4398	Wisconsin International Stem Cell Bank	12
5013	Competence Network on Parkinson's Disease	12
10072	UCC Behavioral Testing Facility	12
10166	Vanderbilt Center for Molecular Neuroscience Cores	12
10606	Evidence-Based Health Care Search Strategies	12
11270	Idaho State University, College of Pharmacy	12
11285	Helmholtz Center Munich Institute of Epidemiology	12
11738	University of Verona; Verona; Italy	12
12513	QFAB Bioinformatics	12
1002	University of Ulster; Ulster; Northern Ireland	11
2049	National Eye Health Education Program	11
2306	Chemistry Molecular Models	11
3573	RAREMETAL	11
3588	ALLBUS - German General Social Survey	11
4361	Rocky Mountain MS Center Tissue Bank	11
4779	BrainPod	11
5537	AIDS.org	11
8280	HSPH Organic Chemistry Laboratory	11
8955	Dataset of dendritic spine neck lengths and head sizes	11
9015	ACCORD	11
9541	Vanderbilt Free Radicals in Medicine Core	11
9705	CHB Advanced Fetal Care Center	11
9720	CHOP Biostatistics and Data Management Core	11
11163	Colorado State University; Colorado; USA	11
11193	Duke University; North Carolina; USA	11
11205	Emory University; Georgia; USA	11
12314	DFCI Confocal and Light Microscopy Core Facility	11
12354	Purdue Translational Pharmacology Facility	11
12654	The Scripps Research Institute Labs and Facilities	11
12673	WUSTL Mouse Cardiovascular Phenotyping Core	11
12725	UC Irvine High Throughput Screening Service	11
15574	Duolink ImageTool	11
389	QUALIFIER	10
509	Windber Tissue Bank	10
2738	AGing Integrated Database	10
3622	NIH Toolbox Oral Reading Recognition Test	10
3709	PSTC Nephrotoxicity Biomarkers	10
4047	Relypsa	10
6906	MORGAN	10
8354	Expression Patterns for C. elegans promoter: GFP fusions	10
8781	Hays	10
9757	DartMouse - Speed Congenics	10
9761	Dartmouth Cigarette Smoke Exposure Analysis Laboratory	10
9785	Forsyth Flow Cytometry Core Facility	10
9997	Oregon Stem Cell Center Monoclonal Antibody Core	10
10014	Penn Molecular Profiling Facility	10
10021	Penn Mass Spectrometry Facility	10
10256	Search Orphan Drug Designations and Approvals	10
10478	ASTER	10
11197	Duquesne University Mylan, School of Pharmacy	10
11599	University of Alabama at Birmingham; Alabama; USA	10
11615	University of Calabria; Cosenza; Italy	10
12089	QuteMol	10
12177	CU Denver Transgenic and Gene Targeting Core	10
12694	Georgetown University Labs and Facilities	10
13191	FishNet2	10
13280	Kyushu University Definitive Haplotype Database	10
13639	SimulConsult Neurological Syndromes	10
14258	Scilab	10
14352	SPINA Thyr	10
191	Sanjeevini	9
3862	GetReal	9
3948	ESTEVE	9
4990	Kentucky Organ Donor Affiliates (KODA)	9
5472	Beautiful Brain	9
6665	Vanderbilt Energy Balance Core Laboratory	9
7598	Healthcare Common Procedure Coding System	9
9737	LSID Web Resolver	9
9836	Harvard Digestive Diseases Center Biomedical CORE B: Microscopy and Histopathology	9
9876	Joslin Diabetes Center Animal Physiology Core	9
12516	Tulane University School of Medicine Labs and Facilities	9
12693	ANFF Photonics	9
13615	iiV (internet image Viewer)	9
203	Type 1 Diabetes - Rapid Access to Intervention Development	8
1034	Universite de Sherbrooke Labs and Facilities	8
1111	NIH Worker Training Program	8
1687	Conrad Prebys Center for Chemical Genomics	8
2395	R Tutorial	8
2440	flowBeads	8
4048	Renal Physicians Association	8
5342	(at)Note	8
5419	American Institute of Stress	8
6282	LDGROUP	8
7337	University of Quebec in Montreal; Quebec; Canada	8
8000	EyeBrowse	8
8502	Emphron	8
9682	BWH DNA Sequencing Core	8
9762	Dartmouth Electron Microscope Facility	8
10433	Tick Gross Anatomy Ontology	8
10675	Conversant Biologics Inc.	8
11465	NIH roadmap initiative office of the director	8
11707	University of Sussex; Brighton; United Kingdom	8
12170	Monash University Micromon	8
12195	IBT Bioservices	8
12245	UTHSCSA Metabolomics Core Laboratory Mass Spectrometry	8
639	University of Neurosurgery Webinar Series	7
1089	Viral Immunology Center	7
2221	U.S. Antarctic Program Data Coordination Center	7
3504	eCAT electronic lab notebook	7
3616	NIH Toolbox Dimensional Change Card Sort Test	7
3783	Amorfix	7
3849	Systematized Nomenclature of Medicine - International Version	7
3883	PREDECT	7
4342	HHS.gov/Open: Tools	7
4803	HemaCare Corp.	7
8076	Psychology Post-doctoral Training Program, US Department of Veterans affairs, Salt Lake City, UT	7
8273	HSPH Molecular Analysis Facility	7
8591	World Lab	7
9736	DF/HCC High-Throughput Polymorphism Detection Core	7
9745	DFCI Animal Resources Facility	7
10012	Penn Investigational Drug Service	7
10077	UCC Immunocytochemistry Laboratory	7
10574	Life Extension Foundation	7
10694	Tumour Bank of Provence	7
10997	Survey Research Institute	7
11068	Macquarie University Photonics Research Centre	7
11303	Institute for Scientific and Technical Information	7
11597	University Medicine Berlin; Berlin; Germany	7
11756	Vanderbilt University; Tennessee; USA	7
12176	CU Denver iPSC Core	7
12604	DKP Genomics	7
12727	Scripps Florida Macromolecular X-ray Crystallography Core Facility	7
12888	McGill University Faculty of Medicine; Montreal; Canada	7
14351	SimThyr	7
917	BC Fisheries Living Gene Bank	6
1035	Renovo Neural	6
1217	WuXi AppTec Laboratory Services	6
1475	Type 1 Diabetes Resource	6
2833	University of Cincinnati; Ohio; USA	6
3439	Ontology of Medically Related Social Entities	6
3768	Alcohol and Alcohol Problems Science Database	6
3863	Vitiligo Biobank	6
4202	Medical Education and Research Institute - MERI	6
4348	onCore UK	6
6265	Moss Aphasia Psycholinguistics Project Database	6
7779	Molecular Modeling section INC	6
7899	RNA Virus Database	6
9744	DF/HCC Tumor Imaging Metrics Core Facility	6
11086	Agricultural University of Athens; Athens; Greece	6
11453	Netherlands Ministry of Education Culture and Science	6
11614	University of British Columbia; British Columbia; Canada	6
11759	Vestische Children and Youth Clinic Dates; North Rhine-Westphalia; Germany	6
12243	DIYgenomics	6
13103	Mean Machine	6
13320	New Beneficiary Data System	6
13722	Open Colleges Group	6
366	Epoch Clinical Trial Ontology	5
430	Hypothes.is	5
496	Aging Portal	5
809	House of Mind	5
1027	WCMC Optical Microscopy Core Facility	5
3131	NIH NeuroBioBank	5
3197	TheDataWeb and DataFerrett	5
3336	eDoctoring	5
3771	EpiTarget	5
3846	Canadian Consortium on Neurodegeneration in Aging	5
4243	AIDS and HIV Research	5
5023	Fairfax Cryobank	5
5123	National Academy of Sciences	5
5781	OMGN	5
6097	TWiV - This Week in Virology	5
7184	Bath Information and Data Services	5
7340	Vision Public Information Network	5
7396	Advanced Platform Technology Center	5
8482	Dialog	5
9025	Mind Lab	5
9205	GENTOOLS	5
9457	DIAMOND	5
9750	DFCI Survey and Data Management Core	5
9823	Royal Liverpool University; Liverpool; United Kingdom	5
9837	Harvard FAS Bauer Core: Mass Spectrometry and Proteomics Core Laboratory	5
10079	UCC Optical Imaging Facility	5
10164	Vanderbilt Cardiovascular Translational and Clinical Research Core	5
10179	Vanderbilt Genetic Studies Ascertainment Core	5
10201	Vanderbilt Translational Pathology Shared Resource	5
10708	DataSift	5
10724	webhealth.com	5
11011	UNL Spectroscopy and Biophysics Core	5
11318	International Life Sciences Institute	5
11470	Northwestern University; Illinois; USA	5
11547	St Georges University of London; London; United Kingdom	5
11572	Texas A and M University; Texas; USA	5
12340	UConn Analytical Ultracentrifugation Facility	5
12375	Johns Hopkins University Labs and Facilities	5
12550	ACRObiosystems	5
12564	Maccine	5
12579	Australian National Fabrication Facility Labs and Facilities	5
12608	NanoRacks	5
13710	Inflammatory Bowel Disease Biomarkers Consortium (IBD BIOM)	5
53	CorMut	4
234	Queen Mary University of London Labs and Facilities	4
451	CAGE Basic Viewer for Mus musculus	4
873	Dartmouth Clinical Pharmacology Shared Resource	4
1428	Center for Magnetic Resonance and Optical Imaging	4
1918	tbrowse	4
2365	Haz-Map: Occupational Exposure to Hazardous Agents	4
2611	Etherpad	4
3845	CALLIOPE Network	4
4072	PhenoSys	4
4100	concentris research management	4
4543	SepNet Central Sample Bank	4
4731	Biobanque de Picardie	4
5348	Human Tissue Resource Network	4
5848	iBioSeminars	4
7156	AIDS.gov Blog	4
8180	ChemBioFinder	4
8674	PATHONET	4
8677	BrainU: The Neuroscience Teacher Institute	4
9337	PROBMAX	4
9777	Dartmouth Trace Element Analysis Core Laboratory	4
9784	Forsyth Biostatistics Core Facility	4
9825	HSPH Flow Cytometry Facility	4
9965	OHSU Biomedical Informatics Program	4
10005	Penn Chemistry NMR Facility	4
10048	Ponce School of Medicine and Health Sciences Behavioral Core Facility	4
10348	International Classification of External Causes of Injuries	4
10480	AidData	4
10576	Advanced NuMed Technologies, Ltd.	4
10838	BCmicrO	4
11092	American University; Washington D.C.; USA	4
11415	National Historical Publications and Records Commission	4
12238	UTHSCSA Flow Cytometry Core Facility	4
12289	uBiome	4
12623	McGill Cell Imaging and Analysis Network	4
12632	UMass Medical School Small Molecule Screening Facility	4
12647	UC Davis Respiratory Disease Immunology Core Laboratory	4
13692	European Clinical Research Infrastructures Network (ERCRIN)	4
14361	monoclonal antibody-based chemiluminescence immunoassay for 3,5-diiodothyronine (3,5-T2)	4
14569	VolView	4
46	flowCL	3
504	Brain Mysteries	3
874	Dartmouth Geospatial Shared Resource	3
1223	categoryCompare	3
1700	Cerebellar Platform	3
2035	World Parkinson Disease Association	3
2662	The Brain from Top to Bottom	3
3382	NanoStringNorm	3
3500	CNS NeuroWIki	3
3556	WikiSurgery - The Free Surgical Encyclopedia	3
3636	NIH Toolbox Pain Intensity Survey	3
3729	Alsace BioValley	3
3760	Stein Institute for Research on Aging News	3
3812	PeerLibrary	3
4701	MIGHEALTHNET (Migrant Health)	3
4898	Inflammatory Breast Cancer Research Foundation	3
5215	Daring Nucleic Adventures - genegeek	3
5288	Computer Assisted Brain Injury Rehabilitation Ontology	3
5328	ABS filter	3
5448	MethylViewer	3
6305	StemCellDB	3
7639	RVTESTS	3
8077	Mid-Atlantic (VISN 6) Mental Illness Research, Education and Clinical Center	3
8196	International Toxicity Estimates for Risk	3
8701	Ask A Biologist	3
9318	PDPSYS	3
9816	HSCI and BIDMC Flow Cytometry Core Facility	3
9887	MGH Flow Cytometry Core Facility	3
9912	Layton Alzheimers Disease Center Clinical Core	3
9943	MSU Microscopy Core Facility	3
9959	OHSU Advanced Computing Center Core Facility	3
10033	Penn Small Animal Imaging Facility: Optical/Bioluminescence Sub-Core	3
10173	Vanderbilt Computational Genomics Core	3
10206	Wistar Histotechnology Facility	3
11072	MQ BioFocus Research Centre	3
11074	Macquarie University Seawater Facility	3
11139	Case Western Reserve University; Ohio; USA	3
11364	Marshall University Joan C. Edwards School of Medicine; West Virginia; USA	3
11508	Rutgers University; New Jersey; USA	3
12011	My Biomedical Informatics Blog	3
12162	VCU Nanomaterials Characterization Center	3
12215	Microbe Inotech Laboratories Inc.	3
12258	Kansas State University Labs and Facilities	3
12400	Medros	3
12406	MSU RTSF Genomics Core	3
12556	Arista Solutions LLC	3
12933	TargetScore	3
12951	Neuropathology of CTE and Delayed Effects of TBI: Toward In-Vivo Diagnostics	3
13069	VDJFasta	3
21	MNI Podcasts	2
90	AbMining ToolBox	2
339	University of Utah School of Medicine; Utah; USA	2
1544	Study of Nutrition in Acute Pancreatitis	2
1652	Melvin Yahr International Parkinson's Disease Foundation	2
1977	Immundiagnostik	2
2467	cortex	2
2747	Arthur Prochazka Laboratory, University of Alberta	2
2897	Neuroscience Education Resources Virtual Encycloportal	2
4046	CADRO	2
4064	DrugDev	2
4066	NeuroWiki	2
4770	GENEtics Video	2
4918	LifeBanc	2
5042	Allen Institute Neurowiki	2
5365	TGen Podcasts	2
5925	aLFQ	2
6102	MicrobeWorld	2
6269	University of Oregon; Oregon; USA	2
7558	BANMOKI: Searchable database of BActerial Nucleoside MOnophosphate KInases	2
8460	Criterion Ventures	2
8827	MUSC Health Podcast Library	2
9751	DFCI Flow Cytometry Core Facility	2
9754	DFCI Molecular Biology Core Facilities	2
9840	Harvard FAS Center for Brain Science - Imaging Core Facility	2
9869	Hunter Bio-Imaging Facility	2
10007	Penn Clinical Cell and Vaccine Production Facility	2
10189	Vanderbilt Mass Spectrometry Core Lab	2
10274	Artificial Intelligence Rheumatology Consultant System Ontology	2
10464	Biodatomics	2
10517	Medtronic	2
10628	Molecular Biology Gateway	2
10800	SNP and indel Imputability	2
11022	BIDMC Transcranial Magnetic Stimulation Core	2
11334	Latvian Institute of Organic Synthesis; Riga; Latvia	2
11437	Ohio University; Ohio; USA	2
12185	DNASU Core Facility	2
12236	OyaGen	2
12253	USC School of Pharmacy Translational Research Laboratory	2
12255	CSU Proteomics and Metabolomics Facility	2
12352	Bindley Bioscience Metabolite Profiling Facility	2
12362	URMC Multiphoton Microscopy Core	2
12480	UC Davis Genome Center Labs and Facilities	2
12498	Georgetown Genomics and Epigenomics Shared Resource	2
12537	LSU Pennington Biomedical Research Center Labs and Facilities	2
12689	ANFF Specialist Device Fabrication	2
12720	UM Sylvester Comprehensive Cancer Center Labs and Facilities	2
13591	btrack	2
13712	Multiple Sclerosis Outcome Assessments Consortium (MSOAC)	2
14490	ProbeFinder	2
15489	Marshall BioResources	2
429	Epistemio	1
551	Emory ADRC Tissue and Biospecimen Banking Facility	1
798	Keyose	1
896	Vanderbilt Diabetes Research and Training Center Islet Procurement and Analysis Core	1
1000	University of San Diego; California; USA	1
1167	icyou Health Videos	1
1169	MetaPhyl	1
1334	SCAN.UPC	1
1457	CytoSPADE	1
1511	PyLOH	1
1696	IDRISI	1
1729	Adobe FormsCentral	1
1869	SPRUSTON / KATH LAB: Neuraling Modeling Database NEURAL MODELING DATABASE	1
2062	Amorphium	1
2114	AnaSpec	1
2563	Spatial Analysis 3D	1
2659	MethylAid	1
2796	PacmonSTR	1
4339	BioVault	1
4527	Immunology	1
5137	SLIDE	1
5147	WU Knight ADRC Multimedia Presentations	1
5406	pyDNase	1
6055	Read Codes Clinical Terms Version 3	1
6396	Yamaguchi University; Yamaguchi; Japan	1
6536	NGS-QC Generator	1
6758	neuroade	1
8114	Computed Ligand Binding Energy	1
8390	Australian ResearCH Enabling enviRonment	1
8521	FlowingData	1
8542	Quasi Opportunistic Supercomputing for Complex Systems	1
9697	CCNY Microscopy Facility	1
9728	CHOP Nucleic Acid/Protein Core	1
9841	Harvard FAS Center for Brain Science - Neuroengineering Core Facility	1
9842	Harvard FAS Center for Brain Science - Neuroimaging Core Facility	1
9884	JDC Specialized Assay Core	1
9982	OHSU In Vivo Optical Imaging Center	1
9998	Penn BioMechanics Core Facility	1
10139	UTEP Biomolecule Analysis Core Facility	1
10359	Metagenome and Microbes Environmental Ontology	1
10424	Santa Barbara Coastal Observation Ontology	1
10744	Dhruv Dental Stem Cell Bank	1
10889	NOrMAL	1
10954	FastDMA	1
11302	Instituto Superior de Psicologia Aplicada; Lisbon; Portugal	1
12023	Syapse	1
12088	Viewmol	1
12119	GenoSIGHT	1
12193	University of Louisville Micro/Nano Technology Center	1
12207	Affina Biotechnologies	1
12227	Penn State Center of Excellence in Nutrigenomics	1
12233	UTHSCSA Biomolecular NMR Core Facility	1
12279	Center for Public Health Research Labs and Facilities	1
12295	HMS East Quad NMR Facility	1
12303	HSPH NIEHS Center for Environmental Health Flow Cytometry Facility	1
12317	Fountainbridge	1
12411	UCLA GenoSeq Core Facility	1
12512	OSHU Gene Microarray Shared Resource	1
12717	UVM Center of Biomedical Research Excellence in Neuroscience Labs and Facilities	1
13683	Centre for Commercialization of Regenerative Medicine (CCRM)	1
14283	Definiens Developer XD	1
14770	PCSIM	1
14826	SEARCHBreast	1
